sent1,sent2,score
"['a', 'man', 'is', 'eating', 'bread']","['a', 'man', 'is', 'playing', 'flute']",0.8
"['a', 'woman', 'is', 'cooking', 'shrimp']","['a', 'woman', 'is', 'dancing']",0.8
"['a', 'woman', 'is', 'dancing']","['a', 'woman', 'is', 'slicing', 'ginger']",0.25
"['a', 'woman', 'toss', '##es', 'a', 'cat', 'in', 'the', 'air', 'and', 'the', 'cat', 'hangs', 'off', 'a', 'rod', 'on', 'the', 'ceiling']","['a', 'person', 'throws', 'a', 'cat', 'in', 'the', 'air', 'and', 'it', 'grabs', 'onto', 'the', 'ceiling']",3.5
"['a', 'big', 'turtle', 'is', 'walking']","['the', 'tor', '##to', '##ise', 'is', 'walking']",4.25
"['a', 'man', 'is', 'burning', 'a', 'flag']","['a', 'man', 'is', 'shooting', 'a', 'gun']",0.5
"['the', 'man', 'is', 'pushing', 'the', 'van']","['the', 'woman', 'is', 'singing']",0.0
"['a', 'man', 'is', 'eating', 'wood']","['a', 'man', 'is', 'adding', 'oil', 'to', 'car']",0.5
"['a', 'dog', 'is', 'speaking', 'to', 'the', 'camera']","['a', 'dog', 'is', 'eating', 'some', 'water', 'mel', '##on']",0.6
"['a', 'man', 'is', 'putting', 'two', 'paper', 'towels', 'on', 'a', 'paper', 'plate']","['a', 'man', 'is', 'putting', 'papers', 'on', 'a', 'dish']",2.2
"['a', 'man', 'and', 'woman', 'are', 'walking']","['a', 'man', 'and', 'woman', 'walking', 'hold', 'each', 'other']",3.2
"['a', 'man', 'is', 'cutting', 'a', 'rope', 'with', 'a', 'sword']","['the', 'man', 'sl', '##ced', 'through', 'a', 'thick', 'rope', 'with', 'a', 'sword']",4.4
"['the', 'man', 'is', 'singing', 'and', 'playing', 'the', 'guitar']","['a', 'man', 'is', 'playing', 'a', 'guitar']",3.0
"['a', 'man', 'is', 'cutting', 'a', 'paper']","['a', 'person', 'is', 'tearing', 'paper']",2.583
"['a', 'man', 'is', 'dancing']","['a', 'rat', 'is', 'running']",0.0
"['two', 'boys', 'are', 'talking', 'on', 'the', 'phone']","['a', 'woman', 'is', 'talking', 'on', 'a', 'telephone']",1.8
"['a', 'man', 'is', 'playing', 'guitar']","['a', 'woman', 'is', 'peeling', 'a', 'tube', '##r']",0.0
"['a', 'woman', 'is', 'slicing', 'an', 'onion']","['a', 'women', 'slicing', 'lemon', '##s']",1.4
"['a', 'woman', 'is', 'riding', 'a', 'horse']","['a', 'man', 'is', 'running', 'on', 'rope']",0.0
"['a', 'man', 'is', 'playing', 'soccer']","['a', 'man', 'is', 'drawing', 'some', 'figures']",0.4
"['a', 'woman', 'is', 'peeling', 'an', 'orange']","['a', 'man', 'is', 'playing', 'a', 'flute']",0.0
"['someone', 'is', 'cracking', 'an', 'egg', 'open']","['a', 'man', 'is', 'breaking', 'an', 'egg']",3.0
"['a', 'man', 'is', 'cutting', 'a', 'snake', 'to', 'cook']","['a', 'woman', 'is', 'cutting', 'meat']",2.0
"['a', 'woman', 'is', 'scraping', 'a', 'carrot']","['a', 'man', 'is', 'striking', 'clay', 'pots']",0.0
"['a', 'man', 'and', 'woman', 'are', 'bollywood', 'dancing']","['a', 'man', 'an', 'woman', 'are', 'dancing', 'in', 'the', 'rain']",1.667
"['a', 'woman', 'is', 'cutting', 'flowers']","['a', 'man', 'is', 'holding', 'huge', 'sun', '##flower', '##s']",1.0
"['the', 'man', 'danced', 'in', 'the', 'diner']","['the', 'bomb', 'exploded', 'in', 'the', 'desert']",0.0
"['american', 'flag', 'is', 'waving']","['a', 'american', 'flag', 'is', 'blowing', 'in', 'the', 'wind']",4.2
"['a', 'lion', 'is', 'walking', 'in', 'an', 'enclosed', 'area']","['a', 'lion', 'is', 'walking', 'around']",2.6
"['a', 'woman', 'is', 'slicing', 'a', 'lemon']","['a', 'man', 'is', 'showing', 'a', 'bread']",0.25
"['a', 'woman', 'is', 'playing', 'the', 'flute']","['a', 'woman', 'is', 'slicing', 'some', 'tuna']",0.4
"['the', 'dog', 'is', 'barking', 'at', 'the', 'toy']","['a', 'dog', 'is', 'barking', 'at', 'an', 'electronic', 'toy', 'duck']",3.5
"['a', 'woman', 'is', 'adding', 'an', 'egg', 'and', 'stirring']","['a', 'woman', 'is', 'mixing', 'an', 'egg', 'in', 'a', 'bowl']",3.5
"['a', 'woman', 'covers', 'a', 'piece', 'of', 'meat', 'with', 'flour']","['a', 'woman', 'is', 'season', '##ing', 'a', 'piece', 'of', 'meat']",3.0
"['a', 'white', 'cat', 'perched', 'on', 'a', 'small', 'wooden', 'cabinet', 'is', 'looking', 'outside', 'the', 'window']","['a', 'cat', 'perched', 'on', 'a', 'table', 'looks', 'out', 'the', 'window']",3.4
"['a', 'man', 'does', 'floor', 'exercises']","['a', 'man', 'is', 'exercising']",3.6
"['a', 'man', 'is', 'slicing', 'a', 'potato', '##e']","['a', 'man', 'is', 'peeling', 'a', 'banana']",1.0
"['someone', 'is', 'playing', 'piano']","['a', 'person', 'is', 'playing', 'a', 'keyboard', 'piano']",3.6
"['the', 'woman', 'is', 'putting', 'makeup', 'on', 'the', 'man']","['a', 'woman', 'is', 'painting', 'the', 'face', 'of', 'a', 'man']",2.8
"['the', 'woman', 'drop', '##pped', 'egg', '##pl', '##ant', 'into', 'the', 'pan']","['a', 'woman', 'puts', 'chopped', 'egg', '##pl', '##ant', 'into', 'a', 'skill', '##et']",4.0
"['a', 'man', 'plays', 'a', 'trumpet']","['a', 'man', 'is', 'playing', 'a', 'musical', 'instrument']",3.4
"['a', 'woman', 'is', 'slicing', 'a', 'lemon']","['a', 'woman', 'in', 'a', 'kitchen', 'peel', '##s', 'a', 'lemon']",2.667
"['a', 'tiger', 'try', '##s', 'to', 'climb', 'the', 'wall']","['a', 'lion', 'is', 'trying', 'to', 'climb', 'up', 'over', 'a', 'wall']",3.0
"['a', 'man', 'is', 'preparing', 'a', 'hanging', 'rope']","['a', 'man', 'is', 'tying', 'a', 'no', '##ose']",4.667
"['a', 'woman', 'dances', 'on', 'a', 'stage']","['a', 'woman', 'is', 'dancing']",3.2
"['the', 'girl', 'is', 'riding', 'the', 'horse']","['the', 'girl', 'is', 'spraying', 'the', 'plants', 'with', 'water']",0.2
"['a', 'person', 'is', 'fry', '##ing']","['a', 'person', 'is', 'peeling', 'a', 'potato']",1.2
"['a', 'man', 'is', 'shooting', 'a', 'pistol']","['a', 'woman', 'is', 'chop', '##ping', 'garlic']",0.8
"['a', 'woman', 'is', 'swinging', 'her', 'arms']","['a', 'woman', 'is', 'slicing', 'an', 'onion']",0.8
"['a', 'man', 'is', 'walking', 'outside']","['a', 'man', 'is', 'dancing']",0.75
"['a', 'man', 'dr', '##ies', 'his', 'hands']","['a', 'woman', 'fix', '##es', 'her', 'hair']",0.25
"['a', 'soccer', 'player', 'is', 'kicking', 'the', 'soccer', 'ball', 'into', 'the', 'goal', 'from', 'a', 'long', 'way', 'down', 'the', 'field']","['a', 'soccer', 'player', 'kicks', 'the', 'ball', 'into', 'the', 'goal']",3.25
"['a', 'girl', 'is', 'playing', 'the', 'piano']","['a', 'little', 'girl', 'is', 'playing', 'a', 'grand', 'piano', 'on', 'stage']",3.333
"['a', 'man', 'is', 'drawing', 'some', 'figures']","['a', 'man', 'is', 'drawing', 'on', 'a', 'digital', 'dry', 'erase', 'board']",3.333
"['the', 'monkey', 'is', 'hanging', 'from', 'the', 'trees']","['the', 'monkey', 'swung', 'from', 'branch', 'to', 'branch']",2.0
"['some', 'children', 'are', 'jumping', 'on', 'tram', '##pol', '##ine']","['two', 'boy', 'are', 'playing', 'on', 'a', 'tram', '##pol', '##ine']",3.0
"['a', 'woman', 'with', 'a', 'knife', 'is', 'slicing', 'a', 'pepper']","['a', 'women', 'slicing', 'green', 'pepper']",4.0
"['a', 'man', 'is', 'adding', 'oil', 'to', 'car']","['a', 'man', 'is', 'putting', 'anti', '##free', '##ze', 'into', 'a', 'car']",2.0
"['a', 'man', 'is', 'slicing', 'a', 'carrot', 'by', 'a', 'machine']","['a', 'man', 'is', 'climbing', 'a', 'rope']",0.4
"['a', 'boy', 'played', 'a', 'keyboard']","['a', 'person', 'is', 'playing', 'a', 'piano', 'keyboard']",3.2
"['a', 'cat', 'is', 'playing', 'with', 'an', 'antenna']","['a', 'boy', 'is', 'playing', 'in', 'the', 'mud']",0.4
"['a', 'woman', 'is', 'slicing', 'pumpkin']","['a', 'person', 'is', 'slicing', 'can', '##tal', '##ou', '##pe']",2.0
"['the', 'people', 'threw', 'the', 'dummy', 'over', 'the', 'cliff', 'edge']","['some', 'people', 'are', 'throwing', 'a', 'dummy', 'off', 'a', 'cliff']",4.5
"['a', 'gun', 'is', 'being', 'fired']","['a', 'potato', 'is', 'being', 'peeled']",0.5
"['a', 'woman', 'is', 'cutting', 'a', 'plastic', 'sheet']","['a', 'woman', 'is', 'playing', 'a', 'guitar', 'on', 'streets']",0.5
"['a', 'woman', 'cuts', 'a', 'pine', '##apple']","['a', 'woman', 'is', 'slicing', 'a', 'pine', '##apple', 'into', 'pieces']",4.0
"['a', 'woman', 'is', 'adding', 'spices', 'on', 'a', 'meat']","['a', 'woman', 'adds', 'ingredients', 'to', 'beef']",3.75
"['a', 'person', 'is', 'adding', 'oil', 'in', 'the', 'pan']","['the', 'cook', 'pouring', 'oil', 'into', 'the', 'pan']",4.25
"['a', 'cook', 'seasons', 'some', 'dough']","['a', 'man', 'is', 'season', '##ing', 'some', 'dough', 'in', 'a', 'pan']",3.75
"['a', 'boy', 'is', 'running', 'on', 'a', 'beach']","['two', 'boys', 'are', 'playing', 'in', 'the', 'beach']",2.75
"['a', 'baby', 'monkey', 'scratches', 'itself']","['the', 'monkey', 'scratched', 'his', 'tu', '##mmy']",3.25
"['a', 'boy', 'is', 'riding', 'a', 'bike', 'on', 'a', 'gate']","['a', 'woman', 'is', 'riding', 'a', 'horse']",0.8
"['a', 'man', 'is', 'doing', 'a', 'card', 'trick']","['a', 'man', 'is', 'squeezing', 'water']",0.25
"['a', 'man', 'is', 'playing', 'the', 'piano']","['someone', 'is', 'playing', 'guitar']",0.75
"['a', 'man', 'is', 'mo', '##wing', 'grass']","['a', 'guy', 'is', 'mo', '##wing', 'the', 'lawn']",4.8
"['a', 'person', 'is', 'mixing', 'water', 'and', 'flour']","['a', 'person', 'is', 'hitch', '##hi', '##king', 'on', 'a', 'road']",0.8
"['the', 'two', 'dogs', 'were', 'in', 'the', 'pen']","['the', 'cowboy', 'rode', 'his', 'horse', 'in', 'the', 'desert']",0.0
"['a', 'man', 'is', 'riding', 'on', 'one', 'wheel', 'on', 'a', 'motorcycle']","['a', 'person', 'is', 'performing', 'tricks', 'on', 'a', 'motorcycle']",3.0
"['a', 'cat', 'opens', 'a', 'drawer', 'and', 'climbs', 'inside']","['a', 'big', 'cat', 'opens', 'a', 'plastic', 'drawer', 'with', 'his', 'paws', 'and', 'then', 'hop', '##s', 'inside']",3.75
"['a', 'man', 'is', 'opening', 'a', 'box', 'using', 'a', 'knife']","['a', 'man', 'is', 'playing', 'a', 'guitar']",0.0
"['a', 'man', 'is', 'kicking', 'o', '##ots', 'of', 'water']","['a', 'woman', 'is', 'slicing', 'a', 'red', 'pepper']",0.25
"['a', 'man', 'is', 'eating']","['a', 'woman', 'is', 'rock', 'climbing']",0.0
"['a', 'puppy', 'is', 'repeatedly', 'rolling', 'from', 'side', 'to', 'side', 'while', 'on', 'its', 'back']","['a', 'dog', 'is', 'rolling', 'from', 'side', 'to', 'side']",3.5
"['a', 'young', 'boy', 'sings', 'and', 'plays', 'a', 'guitar']","['a', 'kid', 'plays', 'the', 'guitar']",3.25
"['the', 'woman', 'is', 'peeling', 'lemon']","['the', 'man', 'is', 'balancing', 'on', 'the', 'wire']",0.4
"['a', 'man', 'is', 'playing', 'the', 'trumpet']","['someone', 'is', 'playing', 'with', 'a', 'toad']",0.8
"['a', 'dog', 'is', 'looking', 'around']","['a', 'dog', 'is', 'watching', 'a', 'store', 'counter']",1.6
"['a', 'woman', 'is', 'slicing', 'an', 'onion']","['a', 'man', 'is', 'shown', 'slicing', 'a', 'carrot', 'with', 'a', 'knife']",1.2
"['the', 'man', 'drilled', 'holes', 'into', 'the', 'wood']","['a', 'man', 'drills', 'wood']",4.2
"['someone', 'is', 'cutting', 'a', 'circle', 'out', 'of', 'a', 'pink', 'sheet', 'of', 'paper']","['someone', 'is', 'pouring', 'tomato', 'sauce', 'into', 'a', 'pot', 'of', 'meat']",0.2
"['a', 'man', 'is', 'playing', 'flute']","['a', 'man', 'is', 'pet', '##ting', 'a', 'tied', 'up', 'dog']",0.2
"['a', 'man', 'is', 'placing', 'meat', 'in', 'a', 'bag']","['a', 'man', 'is', 'dr', '##ivo', '##ng', 'a', 'car']",0.5
"['a', 'girl', 'is', 'eating', 'a', 'cup', '##cake']","['a', 'man', 'is', 'playing', 'a', 'trumpet']",0.0
"['a', 'rabbit', 'is', 'sniffing', 'and', 'paw', '##ing', 'a', 'stuffed', 'rabbit']","['a', 'live', 'rabbit', 'is', 'playing', 'with', 'a', 'stuffed', 'animal', 'bunny']",4.5
"['a', 'man', 'is', 'butter', '##ing', 'bread']","['a', 'woman', 'is', 'rid', '##int', 'a', 'horse']",0.0
"['a', 'woman', 'is', 'squeezing', 'some', 'cu', '##cum', '##ber', 'slices']","['a', 'woman', 'is', 'getting', 'do', '##used', 'in', 'green', 'slim', '##e']",0.75
"['a', 'man', 'is', 'taking', 'out', 'the', 'insides', 'of', 'a', 'green', 'pepper']","['someone', 'is', 'removing', 'the', 'seeds', 'from', 'a', 'bell', 'pepper']",4.0
"['a', 'man', 'takes', 'a', 'piece', 'of', 'pepper', '##oni', 'pizza', 'out', 'of', 'a', 'pizza', 'box', 'and', 'puts', 'it', 'on', 'the', 'lid', 'after', 'he', 'closes', 'the', 'box']","['the', 'man', 'took', 'a', 'piece', 'of', 'pepper', '##oni', 'pizza', 'out', 'of', 'the', 'box']",2.75
"['the', 'man', 'added', 'vegetables', 'to', 'the', 'bro', '##th', 'in', 'the', 'pot']","['a', 'man', 'is', 'adding', 'sliced', 'vegetables', 'to', 'a', 'cooking', 'bowl', 'with', 'water']",3.4
"['the', 'man', 'ran', 'and', 'jumped', 'against', 'the', 'wall']","['a', 'man', 'jumps', 'into', 'a', 'wall']",3.4
"['the', 'man', 'is', 'season', '##ing', 'the', 'sausage', '##s']","['the', 'man', 'added', 'season', '##ing', 'to', 'water', 'in', 'a', 'bowl']",2.4
"['a', 'clown', 'is', 'singing', 'and', 'people', 'are', 'dancing']","['a', 'clown', 'is', 'singing']",3.0
"['a', 'woman', 'is', 'feeding', 'an', 'aa', '##rd', '##var', '##k']","['a', 'woman', 'is', 'chop', '##ping', 'up', 'garlic']",0.4
"['a', 'person', 'is', 'ri', '##ns', '##ing', 'a', 'steak', 'off', 'with', 'water']","['a', 'man', 'is', 'ri', '##ns', '##ing', 'a', 'large', 'steak']",3.929
"['a', 'boy', 'rode', 'his', 'bike', 'on', 'top', 'of', 'a', 'metal', 'fence']","['a', 'b', '##mx', 'biker', 'rides', 'along', 'the', 'top', 'of', 'a', 'fence']",3.0
"['a', 'man', 'is', 'throwing', 'knives', 'at', 'a', 'tree']","['a', 'man', 'is', 'showing', 'magic']",1.75
"['girls', 'are', 'walking', 'on', 'the', 'stage']","['women', 'models', 'are', 'walking', 'down', 'a', 'cat', '##walk']",2.6
"['a', 'woman', 'is', 'doing', 'weight', 'exercises']","['a', 'woman', 'is', 'exercising', 'with', 'a', 'bar', '##bell']",3.5
"['a', 'man', 'is', 'peeling', 'a', 'potato']","['a', 'man', 'is', 'hiking']",0.5
"['a', 'large', 'bird', 'standing', 'on', 'a', 'table', 'picks', 'up', 'a', 'plastic', 'glass', 'containing', 'liquid', 'and', 'places', 'it', 'in', 'a', 'bowl', 'of', 'something']","['a', 'bird', 'picks', 'up', 'a', 'plastic', 'cup', 'containing', 'a', 'liquid', 'with', 'its', 'beak', 'and', 'puts', 'the', 'cup', 'into', 'a', 'bowl']",3.5
"['a', 'woman', 'is', 'in', 'the', 'rain']","['a', 'car', 'is', 'driving', 'along', 'the', 'road']",0.0
"['a', 'woman', 'is', 'hitting', 'a', 'man']","['a', 'man', 'is', 'holding', 'a', 'slow', 'lori', '##s']",0.0
"['a', 'woman', 'is', 'riding', 'an', 'elephant']","['a', 'man', 'is', 'lifting', 'himself']",0.0
"['a', 'man', 'is', 'lifting', 'weights']","['a', 'woman', 'is', 'exercising', 'her', 'abs']",1.0
"['a', 'person', 'is', 'riding', 'a', 'jets', '##ki', 'in', 'the', 'waves']","['a', 'woman', 'is', 'riding', 'a', 'sea', '##do', '##o']",2.0
"['a', 'woman', 'is', 'wearing', 'head', '##phones']","['a', 'woman', 'is', 'chop', '##ping', 'some', 'shi', '##so', 'leaves']",0.6
"['a', 'kitten', 'is', 'eating', 'its', 'food', 'from', 'a', 'plate']","['a', 'kitten', 'eats', 'some', 'food']",4.0
"['a', 'woman', 'is', 'reading', 'a', 'lifestyle', 'magazine']","['a', 'woman', 'is', 'slicing', 'a', 'meat', 'into', 'pieces']",0.5
"['a', 'man', 'is', 'pouring', 'chili', 'into', 'a', 'bowl']","['a', 'man', 'opens', 'a', 'can', 'and', 'pour', '##s', 'the', 'contents', 'into', 'a', 'bowl']",2.5
"['the', 'bird', 'ate', 'the', 'food', 'in', 'the', 'tree', 'from', 'a', 'bowl']","['a', 'bird', 'is', 'eating', 'from', 'a', 'bowl']",3.25
"['a', 'group', 'of', 'girls', 'are', 'exiting', 'a', 'taxi']","['a', 'video', 'clip', 'of', 'rihanna', 'leaving', 'a', 'taxi']",2.0
"['a', 'woman', 'is', 'season', '##ing', 'a', 'piece', 'of', 'meat']","['a', 'man', 'is', 'loading', 'a', 'rifle', 'with', 'bullets']",0.0
"['a', 'man', 'is', 'chop', '##ping', 'co', '##rian', '##der', 'leaf']","['a', 'man', 'is', 'playing', 'a', 'guitar']",0.8
"['a', 'man', 'takes', 'a', 'slice', 'of', 'pizza']","['a', 'man', 'talks', 'on', 'his', 'cell', 'phone']",0.8
"['a', 'man', 'is', 'placing', 'meat', 'inside', 'a', 'plastic', 'bag']","['a', 'woman', 'is', 'carrying', 'a', 'wall', '##aby', 'in', 'a', 'bag']",0.4
"['a', 'rabbi', 'is', 'talking']","['a', 'man', 'is', 'walking', 'on', 'a', 'rope']",0.0
"['a', 'man', 'rides', 'a', 'horse']","['a', 'woman', 'rubs', 'a', 'baby', '##s', 'leg']",0.0
"['a', 'man', 'is', 'playing', 'guitar']","['sm', '##eon', '##e', 'is', 'laying', 'down']",0.0
"['a', 'man', 'is', 'slicing', 'a', 'bun']","['a', 'man', 'is', 'breaking', 'pots']",0.4
"['a', 'man', 'is', 'driving', 'a', 'car']","['a', 'woman', 'dip', '##s', 'a', 'shrimp', 'in', 'batter']",0.0
"['a', 'dog', 'is', 'paw', '##ing', 'at', 'a', 'fly', 'in', 'the', 'carpet', 'before', 'it']","['the', 'dog', 'played', 'with', 'a', 'bug', 'on', 'the', 'carpet']",3.6
"['a', 'dog', 'is', 'barking']","['a', 'jet', 'is', 'flying']",0.231
"['a', 'monkey', 'is', 'walking', 'on', 'a', 'bed']","['a', 'man', 'is', 'riding', 'a', 'horse']",0.0
"['a', 'woman', 'is', 'cooking', 'bro', '##cco', '##li']","['a', 'man', 'is', 'eating', 'his', 'food']",0.5
"['a', 'man', 'is', 'fry', '##ing', 'a', 'tor', '##till', '##a']","['a', 'person', 'is', 'performing', 'a', 'card', 'trick']",0.0
"['a', 'woman', 'serving', 'volleyball', '##s', 'over', 'a', 'net']","['one', 'woman', 'hands', 'volleyball', '##s', 'to', 'another', 'woman', 'who', 'serves', 'them']",2.75
"['a', 'man', 'is', 'slicing', 'cu', '##cum', '##ber', 'with', 'a', 'knife']","['a', 'man', 'is', 'cooking', 'a', 'tor', '##till', '##a', 'in', 'a', 'skill', '##et']",0.75
"['a', 'man', 'is', 'playing', 'an', 'electronic', 'keyboard']","['a', 'band', 'is', 'playing', 'instruments']",1.25
"['a', 'man', 'is', 'playing', 'a', 'violin']","['the', 'baby', 'is', 'laughing', 'and', 'crawling']",0.0
"['a', 'man', 'se', '##vers', 'the', 'toe', 'of', 'an', 'empty', 'leather', 'boot', 'using', 'a', 'sword']","['a', 'man', 'is', 'cutting', 'a', 'boot', 'with', 'a', 'sword']",3.75
"['the', 'person', 'is', 'removing', 'the', 'scales', 'from', 'the', 'fish']","['a', 'person', 'is', 'des', '##cal', '##ing', 'a', 'fish']",5.0
"['people', 'are', 'walking', 'in', 'the', 'garden']","['one', 'boy', 'is', 'talking', 'with', 'other', 'man']",0.0
"['a', 'young', 'child', 'rides', 'a', 'horse']","['the', 'little', 'girl', 'rode', 'a', 'horse']",3.2
"['a', 'person', 'is', 'cutting', 'garlic', 'into', 'pieces', 'with', 'a', 'knife']","['someone', 'is', 'putting', 'ingredients', 'into', 'a', 'wo', '##k']",0.75
"['a', 'man', 'is', 'folding', 'a', 'piece', 'of', 'paper']","['a', 'man', 'is', 'slicing', 'a', 'plastic', 'container', 'with', 'a', 'sword']",0.5
"['the', 'man', 'was', 'pushed', 'into', 'the', 'water']","['a', 'man', 'pushes', 'another', 'man', 'into', 'the', 'ocean']",2.5
"['a', 'boy', 'is', 'upset', 'playing', 'video', 'games']","['someone', 'is', 'playing', 'a', 'game', '##boy']",1.75
"['a', 'man', 'makes', 'a', 'call', 'on', 'a', 'cell', 'phone']","['a', 'man', 'is', 'making', 'a', 'phone', 'call']",4.0
"['a', 'man', 'is', 'speaking', 'on', 'a', 'phone']","['a', 'panda', 'bear', 'is', 'chewing', 'on', 'a', 'stick']",0.0
"['a', 'woman', 'is', 'applying', 'cosmetics', 'to', 'her', 'face']","['a', 'woman', 'is', 'putting', 'on', 'makeup']",4.6
"['the', 'man', 'lifted', 'bar', '##bell', '##s']","['a', 'man', 'lifts', 'weights']",4.0
"['a', 'woman', 'feeds', 'an', 'animal', 'by', 'hand']","['the', 'women', 'are', 'feeding', 'the', 'animal']",3.0
"['several', 'fe', '##rret', '##s', 'climb', 'out', 'of', 'their', 'cage']","['fe', '##rret', '##s', 'climb', 'down', 'from', 'a', 'shelf']",2.2
"['a', 'young', 'woman', 'is', 'playing', 'the', 'flute']","['a', 'woman', 'is', 'washing', 'off', 'the', 'top', 'of', 'a', 'freeze', '##r']",0.0
"['a', 'woman', 'shoots', 'a', 'shotgun']","['the', 'woman', 'is', 'shooting', 'a', 'rifle']",2.8
"['a', 'person', 'is', 'adding', 'chili', 'powder', 'to', 'chili', 'with', 'beans']","['the', 'man', 'is', 'adding', 'season', '##ing', 'to', 'the', 'beans']",3.8
"['a', 'woman', 'rapidly', 'fires', 'a', 'handgun']","['a', 'woman', 'is', 'shooting', 'off', 'a', 'gun']",4.4
"['a', 'person', 'is', 'slicing', 'an', 'onion']","['a', 'sole', '##no', '##don', 'is', 'walking', 'along', 'the', 'ground']",0.0
"['a', 'dog', 'is', 'opening', 'a', 'fridge']","['a', 'dog', 'closes', 'a', 'refrigerator', 'door']",1.75
"['a', 'woman', 'is', 'holding', 'a', 'dancing', 'baby', 'up']","['a', 'woman', 'is', 'abu', '##sing', 'her', 'child']",1.0
"['a', 'woman', 'is', 'doing', 'a', 'joker', 'make', 'up', 'on', 'a', 'man']","['the', 'girl', 'applied', 'face', 'makeup', 'to', 'a', 'man']",1.8
"['the', 'lady', 'added', 'cheese', 'to', 'the', 'sauce']","['a', 'man', 'pour', '##s', 'a', 'plate', 'of', 'shredded', 'cheese', 'into', 'a', 'pot', 'of', 'sauce']",1.6
"['a', 'man', 'is', 'giving', 'a', 'lecture', 'on', 'a', 'podium']","['a', 'man', 'is', 'delivering', 'a', 'lecture', 'at', 'an', 'event', 'celebrating', 'the', 'game', 'of', 'cricket']",2.333
"['the', 'cat', 'shi', '##mm', '##ied', 'under', 'the', 'bed']","['a', 'cat', 'is', 'crawling', 'upside', 'down', 'under', 'the', 'couch']",2.0
"['a', 'woman', 'is', 'chop', '##ping', 'garlic']","['a', 'woman', 'slices', 'a', 'fish']",1.0
"['a', 'man', 'is', 'cutting', 'grass']","['a', 'masked', 'man', 'sings']",0.0
"['a', 'man', 'is', 'cutting', 'grass']","['a', 'clown', 'is', 'singing']",0.0
"['a', 'boy', 'runs', 'away', 'from', 'his', 'fishing', 'line']","['a', 'boy', 'is', 'running', 'in', 'front', 'of', 'fish', 'hanging', 'on', 'fishing', 'rod']",3.0
"['the', 'man', 'played', 'ha', '##ki', 'sa', '##k', 'in', 'the', 'office']","['the', 'man', 'is', 'season', '##ing', 'the', 'vegetables']",0.4
"['a', 'man', 'is', 'carrying', 'another', 'man', 'on', 'his', 'back']","['a', 'man', 'is', 'taking', 'pictures', 'of', 'ant']",0.4
"['meat', 'is', 'dropped', 'into', 'a', 'pan']","['a', 'woman', 'is', 'putting', 'meat', 'in', 'a', 'pan']",3.25
"['a', 'woman', 'is', 'cutting', 'sc', '##all', '##ions']","['a', 'woman', 'falls', 'on', 'a', 'sand', 'castle']",0.0
"['a', 'man', 'is', 'slam', 'dun', '##king', 'a', 'ball']","['a', 'woman', 'is', 'slicing', 'some', 'onions']",0.0
"['a', 'machine', 'is', 'sharpe', '##ning', 'a', 'pencil']","['a', 'girl', 'is', 'riding', 'a', 'bicycle']",0.0
"['a', 'woman', 'is', 'brushing', 'her', 'feet']","['the', 'sun', 'is', 'rising', 'behind', 'trees']",0.0
"['a', 'man', 'is', 'cleaning', 'the', 'windows']","['a', 'man', 'is', 'driving', 'a', 'car']",0.4
"['a', 'person', 'is', 'stirring', 'rice']","['a', 'woman', 'is', 'cracking', 'an', 'egg']",1.0
"['a', 'man', 'puts', 'a', 'knife', 'in', 'a', 'vice']","['a', 'man', 'is', 'dancing']",0.25
"['a', 'boy', 'plays', 'violin', 'on', 'stage']","['a', 'boy', 'is', 'onstage', 'playing', 'the', 'violin']",4.25
"['a', 'woman', 'cuts', 'a', 'pink', 'loaf', 'with', 'a', 'knife']","['a', 'man', 'is', 'playing', 'a', 'guitar']",0.118
"['a', 'man', 'is', 'adding', 'pork', 'chop', '##s', 'to', 'a', 'pan']","['a', 'woman', 'is', 'peeling', 'a', 'potato']",1.0
"['the', 'men', 'are', 'fighting', 'each', 'other']","['the', 'man', 'drew', 'on', 'the', 'white', 'paper']",0.4
"['a', 'man', 'is', 'catching', 'a', 'ball']","['a', 'cat', 'is', 'rubbing', 'against', 'a', 'baby']",0.0
"['a', 'girl', 'is', 'reading', 'a', 'newspaper']","['a', 'chef', 'is', 'peeling', 'a', 'potato']",0.0
"['a', 'slow', 'lori', '##s', 'bites', 'a', 'persons', 'fingers']","['a', 'small', 'animal', 'is', 'chewing', 'on', 'a', 'finger']",2.5
"['a', 'man', 'is', 'walking', 'along', 'a', 'path', 'through', 'wilderness']","['a', 'man', 'is', 'peeling', 'an', 'onion']",0.75
"['the', 'man', 'played', 'his', 'guitar']","['a', 'guy', 'is', 'singing', 'while', 'playing', 'his', 'guitar']",3.0
"['some', 'men', 'are', 'skating', 'on', 'the', 'road']","['two', 'boys', 'are', 'skate', 'boarding']",2.6
"['a', 'man', 'pour', '##s', 'liquid', 'into', 'a', 'pan']","['the', 'chef', 'poured', 'oil', 'in', 'the', 'pan']",2.6
"['a', 'boy', 'is', 'playing', 'piano', 'and', 'singing']","['a', 'pig', 'is', 'ag', '##itating', 'a', 'lion']",0.0
"['a', 'cat', 'and', 'a', 'fe', '##rret', 'are', 'playing']","['a', 'fe', '##rret', 'and', 'kitten', 'play', 'together']",4.25
"['a', 'monkey', 'is', 'walking', 'through', 'the', 'water']","['a', 'guy', 'is', 'playing', 'a', 'trumpet']",0.0
"['a', 'woman', 'is', 'putting', 'on', 'makeup']","['a', 'band', 'is', 'singing']",0.0
