sent1,sent2,score
"['dog', 'running', 'around', 'yard']","['perro', 'mascota', 'negro', 'corre', 'jardín', 'casa']",3.2
"['child', 'walking', 'street', 'jeep', 'pull']","['mujer', 'caminando', 'carretera', 'hombre', 'coche', 'acerca', 'lado']",1.4
"['man', 'adding', 'oil', 'pot']","['perro', 'atrapando', 'pez', 'río']",0.2
"['girl', 'danced', 'front', 'bonfire']","['mujer', 'bailando', 'ritmo', 'música', 'cerca', 'hoguera']",2.75
"['man', 'chopping', 'butter', 'container']","['mujer', 'cortando', 'camarones']",0.6
"['girl', 'dragged', 'downhill', 'dog']","['perro', 'tirando', 'niño', 'colina']",3.8
"['man', 'took', 'sunglass', 'talking']","['hombre', 'casco', 'quita', 'gafas', 'mientras', 'habla']",3.4
"['two', 'men', 'funny', 'skit', 'boxer', 'front', 'crowd', 'people']","['chico', 'bailando', 'delante', 'gente']",1.5
"['girl', 'tiding', 'bed']","['mujer', 'haciendo', 'cama']",2.5
"['someoen', 'cooking', 'onion']","['hombre', 'balanceando', 'nunchakus']",0.0
"['man', 'using', 'sledghammer', 'break', 'concrete', 'block', 'man']","['hombre', 'rompe', 'losa', 'hormigón', 'tendida', 'hombre', 'propenso', 'martillo', 'trineo']",5.0
"['lady', 'put', 'dried', 'noodle', 'hot', 'water', 'cook']","['mujer', 'coloca', 'recipiente', 'fideos', 'cacerola', 'agua']",4.333
"['girl', 'danced', 'stage']","['chica', 'maquillando']",0.333
"['panda', 'bear', 'laying']","['bebé', 'panda', 'relaja', 'troncos']",3.333
"['two', 'kid', 'playing', 'swimming', 'pool', 'green', 'colored', 'crocodile', 'float']","['do', 'niños', 'empujan', 'cocodrilo', 'inflable', 'piscina']",4.2
"['couple', 'policewoman', 'singing', 'karaoke']","['do', 'mujeres', 'bailando']",0.8
"['man', 'putting', 'broccoli', 'water']","['persona', 'pelando', 'patata']",1.0
"['doctor', 'helping', 'patient']","['médicos', 'tratando', 'revivir', 'hombre']",2.8
"['grating', 'onion', 'water']","['persona', 'ralla', 'patata', 'tazón']",1.5
"['baby', 'talking']","['chico', 'tratando', 'decir', 'camión', 'bomberos']",1.2
"['woman', 'boil', 'egg']","['mujer', 'coloca', 'do', 'huevos', 'olla', 'agua']",3.0
"['woman', 'put', 'ingredient', 'whisked', 'egg']","['hombre', 'vierte', 'gasolina']",0.0
"['woman', 'slicing', 'mango']","['hombre', 'poniendo', 'queso', 'tortilla']",0.6
"['girl', 'slicing', 'butter', 'two', 'piece']","['mujer', 'cortando', 'tofu']",1.0
"['man', 'playing', 'guitar']","['persona', 'cortando', 'carne', 'pedazos']",0.0
"['man', 'opening', 'package', 'containing', 'headphone']","['mujer', 'montando', 'caballo']",0.0
"['girl', 'playing', 'guitar']","['niño', 'jugando', 'teclado', 'gente']",1.0
"['little', 'girl', 'play', 'violin', 'beach']","['chica', 'sentó', 'sofá', 'hacer', 'ganchillo']",0.0
"['monkey', 'karate', 'kicking', 'someone', 'gloved', 'hand']","['mono', 'practica', 'artes', 'marciales']",3.5
"['female', 'applies', 'something', 'hair', 'hand']","['gato', 'comiendo', 'rebanada', 'sandía']",0.0
"['man', 'karate', 'kicking', 'another', 'man', 'wearing', 'protective', 'boxing', 'glove']","['hombre', 'haciendo', 'kick', 'boxing', 'entrenador']",2.5
"['man', 'playing', 'wooden', 'flute']","['niño', 'pequeño', 'aspirando', 'suelo']",0.0
"['young', 'woman', 'playing', 'guitar']","['mujer', 'corta', 'carne']",0.75
"['men', 'playing', 'soccer']","['hombre', 'montando', 'motocicleta']",0.0
"['woman', 'running', 'beach']","['perro', 'nadando', 'piscina']",0.0
"['man', 'straining', 'pasta']","['hombre', 'toca', 'flauta', 'madera']",0.0
"['panda', 'play', 'swing']","['hombre', 'tocando', 'guitarra']",0.8
"['two', 'green', 'white', 'train', 'sitting', 'track']","['do', 'trenes', 'verdes', 'blancos', 'vías']",4.4
"['small', 'white', 'cat', 'glowing', 'eye', 'standing', 'underneath', 'chair']","['gato', 'blanco', 'pie', 'suelo']",2.6
"['large', 'boat', 'water', 'marina']","['gran', 'barco', 'mar']",3.2
"['bus', 'driving', 'street']","['autobús', 'rojo', 'do', 'pisos', 'va', 'calle']",4.0
"['passenger', 'train', 'waiting', 'station']","['tren', 'pasajeros', 'sienta', 'estación']",4.8
"['woman', 'dinner', 'table', 'writing', 'notebook']","['mujer', 'mesa', 'ocupada']",3.4
"['apple', 'computer', 'sitting', 'floor']","['ordenador', 'macintosh', 'sentado', 'suelo']",3.8
"['closeup', 'brown', 'horse', 'head']","['vista', 'lateral', 'cabeza', 'caballo']",3.4
"['group', 'people', 'eat', 'table', 'outside']","['grupo', 'ancianos', 'sentados', 'alrededor', 'mesa']",2.8
"['jockey', 'riding', 'horse']","['jinete', 'monta', 'caballo', 'corral']",3.8
"['man', 'riding', 'motorcycle', 'road']","['hombre', 'conduciendo', 'motocicleta', 'roja', 'carretera']",4.0
"['woman', 'riding', 'brown', 'horse']","['chica', 'joven', 'montando', 'caballo', 'marrón']",3.8
"['kid', 'jumping', 'ledge', 'bike']","['gato', 'blanco', 'negro', 'jugando', 'manta']",0.0
"['black', 'dog', 'standing', 'front', 'yellow', 'flower']","['perro', 'negro', 'parado', 'campo']",3.0
"['close', 'bottle', 'water']","['vista', 'cerca', 'botella', 'agua']",4.4
"['close', 'brown', 'faced', 'cat']","['primer', 'plano', 'cara', 'avestruz']",0.6
"['sheep', 'standing', 'afield']","['oveja', 'pastando', 'campo']",3.2
"['longedhaired', 'cat', 'eye', 'closed']","['primer', 'plano', 'gato', 'ojos', 'cerrados']",3.6
"['woman', 'gray', 'shirt', 'smile', 'camera', 'woman', 'behind', 'make', 'face']","['mujer', 'mirada', 'sorpresa', 'cara', 'sosteniendo', 'mujer', 'sonriente', 'detrás']",2.6
"['silver', 'blue', 'amtrak', 'train', 'track', 'near', 'small', 'train', 'station']","['pequeño', 'coche', 'blanco', 'aparcado', 'gasolinera']",0.6
"['person', 'blue', 'shirt', 'reclines', 'near', 'coffee', 'table', 'television']","['persona', 'asiento', 'motocicleta', 'hace', 'caballito']",0.0
"['black', 'white', 'photo', 'woman', 'showing', 'horse']","['foto', 'blanco', 'negro', 'vacas', 'establos']",1.4
"['dark', 'brown', 'horse', 'standing', 'field']","['caballo', 'marrón', 'encuentra', 'exuberante', 'campo', 'verde']",4.2
"['pitched', 'tent', 'horse', 'background']","['cordero', 'blanco', 'negro', 'corderos', 'fondo']",0.0
"['group', 'people', 'sitting', 'around', 'table', 'food']","['grupo', 'gente', 'sienta', 'alrededor', 'mesa', 'comida', 'cerveza']",4.0
"['brown', 'horse', 'stand', 'lush', 'green', 'field']","['caballo', 'marrón', 'campo', 'verde']",3.8
"['black', 'white', 'cow', 'hay']","['vaca', 'blanca', 'negra', 'corral', 'heno']",4.0
"['elderly', 'woman', 'stand', 'kitchen', 'two', 'cat', 'foot']","['anciana', 'pie', 'cocina', 'do', 'gatos', 'pie']",5.0
"['school', 'bus', 'driving', 'uphill', 'rural', 'road']","['carrera', 'cuidado', 'conduciendo', 'camino', 'tierra']",1.0
"['camouflage', 'airplane', 'sitting', 'grassy', 'field']","['avión', 'camuflado', 'sentado', 'hierba', 'verde']",4.4
"['three', 'young', 'woman', 'standing', 'room', 'together']","['do', 'mujeres', 'india', 'do', 'niñas', 'india', 'cerca', 'agua']",0.4
"['red', 'double', 'decker', 'bus', 'driving', 'street']","['autobús', 'pasajeros', 'do', 'pisos', 'circula', 'tráfico']",4.0
"['white', 'sheep', 'hillside', 'looking', 'camera']","['vacas', 'flacas', 'paradas', 'pasto']",1.2
"['group', 'sheep', 'field']","['grupo', 'caballos', 'pastando', 'campo']",1.6
"['closeup', 'distorted', 'photo', 'empty', 'glass', 'coke', 'bottle']","['foto', 'cerca', 'escritorio', 'computadora', 'papeles']",0.0
"['crowded', 'office', 'desk', 'computer', 'monitor']","['desordenado', 'escritorio', 'ordenador', 'do', 'monitores']",3.0
"['man', 'sitting', 'cluttered', 'room']","['hombre', 'yace', 'cama', 'habitación', 'desordenada']",3.2
"['two', 'white', 'cow', 'green', 'pasture']","['caballo', 'bronceado', 'pasto']",1.4
"['black', 'cow', 'walking', 'tree', 'pasture']","['vaca', 'caminando', 'bajo', 'árbol', 'pasto']",3.8
"['two', 'people', 'sitting', 'table', 'restaurant']","['cuatro', 'persona', 'sentadas', 'mesa']",1.8
"['smiling', 'woman', 'beer', 'sitting', 'outside', 'another', 'smiling', 'woman']","['do', 'mujeres', 'sentadas', 'afuera', 'riéndose']",3.2
"['bird', 'holding', 'metal', 'gate']","['pájaro', 'multicolor', 'aferra', 'alambrada']",3.2
"['skinny', 'cow', 'standing', 'grass']","['patos', 'blancos', 'pie', 'suelo']",0.6
"['woman', 'laying', 'across', 'two', 'men', 'sitting', 'sofa']","['hombre', 'do', 'mujeres', 'sonriendo', 'cámara', 'mientras', 'sentados', 'sofá', 'azul']",2.2
"['woman', 'big', 'necklace']","['joven', 'top', 'negro', 'collar']",3.4
"['brown', 'cow', 'horn', 'standing', 'field']","['caballo', 'marrón', 'parado', 'medio', 'campo', 'hierba']",1.8
"['cruise', 'liner', 'docked', 'shoreline']","['crucero', 'atracado', 'orilla']",4.4
"['black', 'white', 'cat', 'lying', 'bush']","['gato', 'blanco', 'negro', 'ojos', 'amarillo', 'asolea', 'tierra']",2.4
"['brown', 'white', 'cow', 'standing', 'grass', 'side', 'road']","['vaca', 'marrón', 'blanca', 'pie', 'zona', 'hierba', 'árboles', 'detrás']",3.6
"['small', 'dog', 'looking', 'camera', 'standing', 'grass']","['hombre', 'mujer', 'sonriendo', 'cámara', 'mientras', 'pie', 'cocina']",0.8
"['tan', 'calf', 'yellow', 'tag', 'left', 'ear', 'looking', 'camera']","['hombre', 'gafas', 'do', 'botellas', 'plástico', 'primer', 'plano']",0.6
"['black', 'white', 'photo', 'couch', 'purse', 'one', 'end']","['foto', 'blanco', 'negro', 'vaca', 'bajo', 'árbol']",0.0
"['two', 'men', 'boat', 'floating', 'water']","['gran', 'barco', 'verde', 'flotando', 'agua']",2.4
"['rear', 'view', 'chevrolet', 'sport', 'car']","['vista', 'trasera', 'concept', 'car', 'chevrolet', 'rojo']",3.6
"['person', 'wearing', 'helmet', 'ride', 'bike', 'near', 'white', 'structure']","['persona', 'lleva', 'casco', 'bicicleta', 'monta', 'bicicleta', 'camino', 'través', 'árboles']",3.2
"['black', 'white', 'photo', 'old', 'train', 'station']","['foto', 'blanco', 'negro', 'motocicleta', 'tirada', 'suelo']",0.2
"['grey', 'white', 'tabby', 'cat', 'sleeping', 'purple', 'fabric']","['gato', 'blanco', 'negro', 'durmiendo', 'lona', 'marrón']",2.4
"['woman', 'holding', 'small', 'baby']","['mujer', 'sonriente', 'sosteniendo', 'pequeño', 'bebé']",4.0
"['group', 'horse', 'grazing', 'grassy', 'field']","['grupo', 'caballos', 'pastando', 'campo']",4.6
"['three', 'men', 'sitting', 'table', 'drink']","['tres', 'hombre', 'sentados', 'mesa', 'cerveza', 'comida']",3.4
"['two', 'people', 'dressed', 'white', 'standing', 'grass', 'field']","['persona', 'parada', 'debajo', 'paso', 'elevado', 'cerca', 'autopista']",0.4
"['orange', 'tabby', 'cat', 'sleeping', 'sofa']","['hombre', 'viendo', 'televisión', 'pie', 'cama']",0.6
"['two', 'eagle', 'perched', 'branch']","['do', 'águilas', 'calvas', 'posadas', 'rama']",3.8
"['striped', 'cat', 'laying', 'bag', 'cat', 'litter']","['gato', 'doméstico', 'acostado', 'parte', 'posterior', 'arena', 'gatos']",3.8
"['man', 'small', 'child', 'living', 'room', 'posing', 'camera']","['hombre', 'mujer', 'posando', 'cámara']",2.4
"['home', 'office', 'three', 'computer', 'monitor', 'equipment', 'desk']","['habitación', 'varios', 'monitores', 'ordenador']",3.0
"['five', 'bird', 'stand', 'snow']","['varios', 'cardenales', 'pie', 'nieve']",3.8
"['black', 'vehicle', 'parked', 'vies', 'lowlying', 'mountain']","['auto', 'negro', 'estacionado', 'tierra', 'campo']",2.6
"['passenger', 'train', 'snow']","['tren', 'pasajeros', 'esperando', 'estación']",2.2
"['black', 'bird', 'sitting', 'ground']","['mirlo', 'sentado', 'suelo']",5.0
"['black', 'white', 'bull', 'looking', 'camera']","['perro', 'blanco', 'negro', 'mirando', 'cámara']",2.0
"['young', 'girl', 'riding', 'white', 'grey', 'horse']","['joven', 'rubia', 'equipo', 'montar', 'sienta', 'cima', 'caballo', 'gris', 'blanco']",3.8
"['black', 'white', 'sheep', 'walking', 'next', 'white', 'sheep']","['pequeño', 'becerro', 'blanco', 'negro', 'etiqueta', 'oreja']",0.8
"['living', 'room', 'dining', 'table', 'background']","['chico', 'haciendo', 'caballito', 'tablón', 'playa', 'fondo']",0.0
"['dining', 'room', 'table', 'get', 'afternoon', 'sun']","['comedor', 'mesa', 'comedor', 'madera', 'compañeros', 'juego']",2.2
"['red', 'moped', 'parked', 'sidewalk', 'front', 'graffiti']","['scooter', 'rojo', 'sentado', 'calle', 'frente', 'edificio']",3.6
"['seagull', 'floating', 'water']","['pequeño', 'pájaro', 'flotando', 'agua']",3.6
"['black', 'dog', 'stand', 'next', 'material', 'construction', 'site']","['niña', 'asiática', 'sienta', 'junto', 'maceta', 'flores', 'poste', 'mármol']",0.0
"['woman', 'posing', 'front', 'apartment', 'building', 'snow']","['mujer', 'pie', 'frente', 'edificio', 'nieve']",4.4
"['five', 'cow', 'grazing', 'beside', 'road']","['varias', 'ovejas', 'pastando', 'campo']",1.0
"['two', 'mountain', 'goat', 'grazing', 'front', 'alpine', 'lake']","['do', 'animales', 'pastando', 'junto', 'montaña', 'cuerpo', 'agua']",3.2
"['black', 'white', 'cow', 'behind', 'fence']","['do', 'vacas', 'blancas', 'negras', 'detrás', 'puerta', 'metálica', 'cielo', 'azul', 'parcialmente', 'nublado']",3.2
"['passenger', 'train', 'waiting', 'station']","['tren', 'pasajeros', 'esperando', 'estación', 'tren', 'ciudad']",4.0
"['white', 'animal', 'running', 'snow', 'covered', 'wood']","['perro', 'blanco', 'corre', 'través', 'bosque', 'cubierto', 'nieve']",3.4
"['man', 'sitting', 'grass', 'looking', 'toward', 'sky']","['tren', 'va', 'vías', 'nieve']",0.0
"['black', 'flat', 'screen', 'television', 'placed', 'floor']","['televisor', 'pantalla', 'plana', 'suelo']",4.0
"['silver', 'bicycle', 'parked', 'living', 'room']","['bicicleta', 'comedor']",2.4
"['black', 'train', 'train', 'track']","['tren', 'vías', 'tren']",4.1
"['black', 'train', 'train', 'track']","['tren', 'vías', 'tren']",4.1
"['orange', 'tabby', 'cat', 'sleeping', 'sofa']","['hombre', 'babero', 'sentado', 'sofá', 'verde']",0.0
"['bald', 'eagle', 'perched', 'rope']","['do', 'águilas', 'calvas', 'posadas', 'rama']",2.6
"['couple', 'posing', 'picture', 'couch']","['pareja', 'joven', 'sentada', 'sofá']",4.0
"['men', 'playing', 'guitar', 'drink']","['joven', 'chaqueta', 'roja', 'azul', 'alimentando', 'oveja']",0.0
"['two', 'cat', 'sitting', 'together', 'sofa', 'looking', 'window']","['do', 'gatos', 'mirando', 'ventana']",3.8
"['red', 'double', 'decker', 'bus']","['autobús', 'rojo', 'do', 'pisos', 'capucha', 'puesta']",3.75
"['closeup', 'animal', 'long', 'face', 'standing', 'grass', 'near', 'tree']","['primer', 'plano', 'mujer', 'bota', 'negras', 'junto', 'motocicleta', 'azul']",0.0
"['brown', 'white', 'dog', 'sits', 'floralpatterned', 'chair']","['pequeño', 'perro', 'naranja', 'blanco', 'collar', 'campana', 'relaja', 'almohada', 'estampado', 'flores']",1.8
"['group', 'people', 'sitting', 'restaurant', 'table']","['grupo', 'persona', 'sentadas', 'alrededor', 'mesa', 'comida']",4.2
"['two', 'sheep', 'cliff', 'looking', 'camera']","['do', 'ovejas', 'pie', 'mirando', 'cámara', 'mirando', 'direcciones', 'opuestas']",2.0
"['black', 'white', 'photo', 'empty', 'train', 'station']","['foto', 'blanco', 'negro', 'gato', 'tumbado']",1.6
"['row', 'locomotive', 'siding', 'field']","['caballo', 'marrón', 'oscuro', 'pie', 'campo']",1.2
"['white', 'apple', 'computer', 'sits', 'beige', 'carpeting', 'bedroom']","['ordenador', 'apple', 'sentado', 'suelo']",3.6
"['dog', 'napping', 'small', 'table']","['perro', 'durmiendo', 'bajo', 'mesa']",4.6
"['boat', 'four', 'sail', 'sailing', 'water']","['barco', 'vela', 'navegando', 'agua']",3.6
"['red', 'sport', 'car', 'racing', 'track']","['coche', 'deportivo', 'rojo', 'conduciendo', 'rápidamente', 'pista']",4.6
"['black', 'bird', 'sitting', 'concrete', 'slab']","['pequeño', 'perro', 'sentado', 'junto', 'pared', 'blanca']",0.8
"['victory', 'liner', 'bus', 'white', 'red', 'gold', 'stripe']","['autobús', 'turístico', 'blanco', 'rayas', 'rojas', 'naranjas', 'amarillas']",3.2
"['red', 'double', 'decker', 'bus', 'side', 'street']","['autobús', 'rojo', 'do', 'pisos', 'calle', 'ciudad']",4.4
"['group', 'river', 'barge', 'tree', 'background']","['joven', 'casco', 'bicicleta', 'bicicleta', 'fondo']",0.4
"['seagull', 'floating', 'water']","['gran', 'crucero', 'flotando', 'agua']",1.2
"['motorcycle', 'parked', 'next', 'car']","['moto', 'bmw', 'aparcada', 'do', 'coches']",3.0
"['gray', 'cat', 'looking', 'window']","['gato', 'mirando', 'ventana']",4.0
"['black', 'white', 'photo', 'cow', 'tree']","['foto', 'blanco', 'negro', 'vaca', 'caminando', 'bajo', 'árbol', 'campo']",4.2
"['potted', 'plant', 'sunlight', 'window']","['planta', 'maceta', 'sólo', 'pocos', 'brotes']",2.8
"['four', 'people', 'rowing', 'boat', 'near', 'shore']","['cuatro', 'persona', 'barco', 'agua', 'verdes']",2.8
"['girl', 'red', 'shirt', 'riding', 'brown', 'horse']","['perro', 'blanco', 'moreno', 'acostado', 'cama', 'cobija', 'amarilla']",0.0
"['small', 'desk', 'chair', 'front', 'laundry', 'room']","['habitación', 'paredes', 'bronceadas', 'lavadora', 'secadora']",1.4
"['amtrak', 'passenger', 'train', 'waiting', 'station']","['tren', 'pasajeros', 'esperando', 'estación']",4.0
"['large', 'jet', 'ground', 'airport']","['avión', 'pasajeros', 'vuela', 'aire']",1.8
"['young', 'girl', 'wearing', 'helmet', 'riding', 'pony']","['chica', 'blusa', 'roja', 'montando', 'caballo', 'marrón']",2.0
"['people', 'sitting', 'porch']","['gente', 'sentada', 'sofá']",1.4
"['two', 'horse', 'standing', 'pen']","['grupo', 'caballos', 'pastando', 'campo']",1.6
"['red', 'train', 'yellow', 'train', 'track']","['do', 'trenes', 'viajando', 'vía']",3.4
"['two', 'people', 'sitting', 'table', 'restaurant']","['grupo', 'persona', 'sentadas', 'alrededor', 'mesa', 'porche']",1.0
"['lamb', 'stand', 'near', 'two', 'tiny', 'animal']","['oveja', 'parada', 'cerca', 'hijos']",1.4
"['person', 'riding', 'dirt', 'bike', 'outdoors']","['persona', 'salta', 'moto', 'aire']",2.2
"['tan', 'cow', 'ear', 'tag', 'grassy', 'field']","['muchas', 'ovejas', 'pie', 'verde', 'colina']",0.2
"['sail', 'boat', 'sailing', 'water']","['velero', 'flotando', 'agua', 'azul']",4.2
"['woman', 'viking', 'hat']","['mujer', 'sonriente', 'sentada', 'sombrero', 'vikingo']",4.2
"['parked', 'white', 'double', 'decker', 'bus']","['autobús', 'do', 'pisos', 'rojo', 'blanco', 'estacionado']",4.2
"['field', 'black', 'faced', 'sheep']","['oveja', 'cara', 'negra']",2.8
"['two', 'bird', 'perched', 'metal', 'band']","['do', 'pequeños', 'pájaros', 'encaramados', 'barra', 'metal']",4.0
"['table', 'blue', 'table', 'cloth', 'kitchen']","['armarios', 'madera', 'cocina']",1.6
"['young', 'woman', 'bracelet', 'wearing', 'bikini', 'top', 'jean']","['mujer', 'bikini', 'vaquero']",4.0
"['brown', 'horse', 'grazing', 'field', 'green', 'grass']","['caballo', 'marrón', 'parado', 'medio', 'campo', 'hierba']",4.0
"['pot', 'liquid', 'center', 'tinfoil', 'covered', 'plate']","['coloca', 'olla', 'comida', 'centro', 'mantel', 'rojo']",1.4
"['black', 'white', 'cow', 'standing', 'grassy', 'field']","['arrendajo', 'azul', 'pie', 'campo', 'hierba']",0.6
"['yellow', 'blue', 'airplane', 'flying', 'sky']","['avión', 'blanco', 'volando', 'cielo', 'azul']",3.2
"['woman', 'sitting', 'chair', 'christmas', 'holding', 'make']","['tren', 'sentado', 'vías', 'patio', 'trenes']",0.0
"['four', 'asian', 'young', 'people', 'sitting', 'den', 'living', 'room']","['chica', 'sentada', 'silla']",0.8
"['train', 'going', 'track']","['tren', 'desliza', 'vías']",4.6
"['young', 'woman', 'dressed', 'black']","['do', 'niños', 'pequeños', 'vestidos', 'sentados', 'sillas']",0.2
"['group', 'people', 'sitting', 'table', 'drink']","['cuatro', 'persona', 'sentadas', 'mesa']",3.0
"['plane', 'flying', 'distance']","['mujer', 'caballo', 'blanco']",0.0
"['group', 'river', 'barge', 'tree', 'background']","['grupo', 'vacas', 'campo', 'marcas', 'amarillas', 'orejas']",0.2
"['living', 'room', 'dining', 'table', 'background']","['sala', 'grandes', 'sofás', 'mesa', 'comedor', 'fondo']",3.6
"['yellow', 'striped', 'cat', 'resting', 'blue', 'sofa']","['gato', 'atigrado', 'naranja', 'durmiendo', 'sofá']",4.0
"['passenger', 'train', 'coming', 'station']","['gran', 'pájaro', 'volando', 'aire']",0.0
"['two', 'people', 'paddling', 'red', 'canoe', 'tree', 'background']","['do', 'persona', 'acolchadas', 'canoa', 'amarilla', 'río', 'árboles', 'fondo']",3.4
"['black', 'train', 'move', 'track']","['tren', 'negro', 'parado', 'vías']",2.2
"['white', 'jeep', 'parked', 'front', 'store']","['jeep', 'blanco', 'estacionado', 'calle']",3.5
"['two', 'woman', 'standing', 'front', 'tour', 'bus']","['do', 'hombre', 'hablando', 'frente', 'avión']",0.4
"['man', 'ride', 'large', 'black', 'motorbike']","['niño', 'sienta', 'gran', 'silla', 'cuero', 'negro']",0.0
"['bicycle', 'parked', 'outside', 'bookstore']","['gente', 'librería']",0.8
"['plane', 'midflight', 'sunset']","['avión', 'volando', 'cerca', 'puesta', 'sol']",3.8
"['two', 'red', 'bus', 'parked', 'garden', 'front']","['autobus', 'rojos', 'aparcados', 'gran', 'edificio', 'blanco', 'junto', 'jardín', 'formal']",3.4
"['yellow', 'parrot', 'cling', 'side', 'cage']","['pájaro', 'amarillo', 'naranja', 'aferra', 'lado', 'jaula']",3.4
"['couple', 'sailing', 'small', 'sailboat']","['do', 'hombre', 'navegando', 'pequeño', 'velero']",3.0
"['silver', 'blue', 'motorcycle', 'sitting', 'next', 'car']","['motocicleta', 'estacionada', 'junto', 'auto']",3.6
"['red', 'double', 'decker', 'bus']","['autobús', 'rojo', 'do', 'pisos']",5.0
"['foot', 'standing', 'pretty', 'day', 'large', 'building', 'background']","['do', 'policías', 'parados', 'detrás', 'camioneta', 'autobús', 'fondo']",0.4
"['small', 'white', 'dog', 'chew', 'twig', 'lying', 'wooden', 'deck']","['perro', 'blanco', 'tendido', 'suelo', 'madera', 'debajo', 'mesa']",1.6
"['man', 'standing', 'front', 'silver', 'train']","['hombre', 'parado', 'frente', 'vagón', 'plateado']",4.4
"['closeup', 'sheep', 'tongue', 'hanging']","['imagen', 'cerca', 'oveja', 'lengua', 'colgando']",5.0
"['black', 'white', 'horned', 'cow', 'standing', 'field']","['vaca', 'blanca', 'negra', 'pie', 'campo']",4.2
"['man', 'riding', 'white', 'horse', 'arena']","['hombre', 'montado', 'caballo', 'blanco']",4.0
"['train', 'sitting', 'track', 'near', 'field']","['tren', 'viaja', 'vías']",2.2
"['woman', 'small', 'child', 'sitting', 'dinner', 'table', 'smiling', 'camera']","['pequeño', 'gato', 'acostado', 'viga', 'madera', 'mirando', 'hacia', 'cámara']",0.4
"['buddha', 'statue', 'sits', 'table', 'wooden', 'table', 'runner']","['pájaro', 'parado', 'cima', 'poste', 'madera']",0.4
"['two', 'red', 'bus', 'driving', 'front', 'garden']","['tren', 'entrando', 'estación']",0.0
"['cow', 'grazing', 'snow', 'covered', 'field']","['cinco', 'vacas', 'pastando', 'campo', 'cubierto', 'nieve']",3.8
"['man', 'riding', 'white', 'horse']","['mujer', 'montando', 'caballo', 'marrón']",1.8
"['man', 'blue', 'shirt', 'standing', 'front', 'fountain']","['hombre', 'camisa', 'azul', 'pantalones', 'marrones', 'pie', 'frente', 'estatua', 'hombre', 'plaza', 'pavimentada', 'piedra']",3.2
"['girl', 'riding', 'gear', 'sits', 'atop', 'brown', 'horse']","['chica', 'camisa', 'roja', 'montando', 'caballo', 'marrón']",4.0
"['clear', 'plastic', 'chair', 'front', 'bookcase']","['silla', 'plástico', 'transparente', 'delante', 'estanterías']",4.2
"['dog', 'wearing', 'gray', 'jacket']","['perro', 'chaqueta', 'mascota']",3.0
"['sheep', 'stand', 'hillside']","['gran', 'oveja', 'pie', 'colina']",4.0
"['black', 'white', 'cow', 'standing', 'grassy', 'field']","['vaca', 'blanca', 'negra', 'pie', 'campo']",3.8
"['woman', 'black', 'bikini', 'top', 'jean']","['mujer', 'sombrero', 'negro', 'pie', 'junto', 'metro']",1.0
"['girl', 'riding', 'brown', 'horse']","['jinete', 'va', 'vestido', 'morado', 'monta', 'caballo', 'marrón']",2.2
"['man', 'standing', 'front', 'yellow', 'corvette']","['hombre', 'parado', 'junto', 'auto', 'deportivo', 'amarillo']",3.2
"['man', 'sitting', 'grass', 'looking', 'toward', 'sky']","['hombre', 'pie', 'acera', 'delante', 'caballo']",0.0
"['man', 'pose', 'front', 'large', 'fountain', 'statue', 'top']","['hombre', 'camisa', 'azul', 'parado', 'frente', 'fuente']",2.8
"['white', 'cat', 'standing', 'carpet']","['oveja', 'pie', 'bosque']",0.4
"['flat', 'screen', 'tv', 'floor']","['televisor', 'pantalla', 'plana', 'sienta', 'suelo']",5.0
"['two', 'brown', 'horse', 'standing', 'grassy', 'field']","['do', 'hombre', 'navegando', 'pequeño', 'velero']",0.0
"['two', 'sheep', 'stand', 'doorway']","['do', 'carneros', 'paran', 'suelo', 'nevado']",1.4
"['room', 'several', 'computer', 'monitor']","['habitación', 'cuatro', 'monitores', 'ordenador', 'seguidos']",4.0
"['line', 'outside', 'bookstore', 'street']","['moto', 'amarilla', 'aparcada', 'calle']",0.4
"['passenger', 'jet', 'sits', 'runway']","['gran', 'avión', 'pasajeros', 'volando', 'cerca', 'suelo']",1.8
"['old', 'green', 'bottle', 'sitting', 'table']","['tres', 'hombre', 'traje', 'sentados', 'mesa']",0.4
"['two', 'white', 'horse', 'staring', 'fence']","['do', 'caballos', 'parados', 'corral']",3.0
"['black', 'white', 'cow', 'pause', 'front', 'gate']","['avión', 'blanco', 'volando', 'cielo']",0.0
"['black', 'white', 'cow', 'standing', 'grassy', 'field']","['vaca', 'cuernos', 'blancos', 'negro', 'parada', 'campo']",4.0
"['black', 'white', 'photo', 'cat', 'lying']","['imagen', 'blanco', 'negro', 'gato', 'acostado', 'alfombra']",4.2
"['man', 'woman', 'stand', 'smiling', 'camera']","['hombre', 'mujer', 'posando', 'cámara']",4.2
"['orange', 'white', 'cat', 'asleep', 'leather', 'chair']","['gato', 'jengibre', 'sentado', 'silla', 'oficina']",3.0
"['white', 'cat', 'standing', 'carpet']","['bonito', 'gato', 'rayas', 'blancas', 'cabeza', 'colgando', 'mesa']",1.6
"['grey', 'white', 'domestic', 'kitten', 'lying', 'desk']","['hombre', 'bicicleta', 'tumbados', 'hierba', 'verde']",0.2
"['woman', 'posing', 'front', 'apartment', 'building', 'snow']","['autobús', 'blanco', 'estacionado', 'hierba', 'frente', 'edificio']",0.0
