sent1,sent2,score
"['the', 'hedgehog', 'chew', 'on', 'the', 'towel']","['a', 'hedgehog', 'is', 'bite', 'at', 'a', 'blanket']",3.4
"['a', 'cat', 'is', 'lick', 'himself']","['a', 'man', 'is', 'slice', 'a', 'white', 'onion', 'with', 'a', 'unk', 'unk']",0.0
"['a', 'small', 'guinea', 'pig', 'is', 'unk', 'and', 'eat', 'a', 'piec', 'of', 'carrot', 'on', 'the', 'floor']","['a', 'guinea', 'pig', 'eat', 'a', 'carrot']",3.5
"['four', 'boy', 'are', 'stand', 'in', 'front', 'of', 'the', 'burn', 'car']","['four', 'young', 'men', 'stand', 'still', 'a', 'a', 'car', 'explod', 'behind', 'them']",3.75
"['a', 'man', 'is', 'smoke']","['the', 'man', 'sat', 'in', 'hi', 'suit', 'and', 'smoke']",4.0
"['a', 'woman', 'is', 'ad', 'sauc', 'to', 'some', 'food']","['a', 'person', 'is', 'cut', 'leaf']",0.2
"['three', 'child', 'are', 'eat', 'their', 'food']","['the', 'deer', 'jump', 'over', 'the', 'fenc']",0.0
"['a', 'unk', 'is', 'go', 'through', 'water']","['a', 'babi', 'is', 'fall', 'asleep']",0.0
"['a', 'man', 'is', 'run', 'on', 'a', 'street']","['a', 'man', 'play', 'the', 'guitar']",0.8
"['a', 'person', 'is', 'slice', 'an', 'onion']","['a', 'cat', 'is', 'unk', 'into', 'a', 'unk']",0.0
"['a', 'badger', 'is', 'dig', 'in', 'the', 'dirt']","['a', 'man', 'is', 'move', 'larg', 'rock']",0.0
"['a', 'woman', 'is', 'slice', 'big', 'pepper']","['a', 'dog', 'is', 'move', 'it', 'mouth']",0.0
"['a', 'man', 'is', 'ride', 'a', 'bicycl']","['a', 'man', 'is', 'ride', 'a', 'bike']",5.0
"['a', 'man', 'and', 'a', 'woman', 'are', 'kiss', 'each', 'other']","['a', 'man', 'and', 'a', 'woman', 'are', 'talk', 'to', 'each', 'other']",0.6
"['a', 'woman', 'is', 'slice', 'an', 'onion']","['a', 'woman', 'is', 'cut', 'an', 'onion']",4.2
"['a', 'small', 'boy', 'is', 'play', 'with', 'a', 'dog']","['a', 'babi', 'is', 'play', 'with', 'a', 'dog']",3.75
"['the', 'man', 'is', 'draw']","['a', 'man', 'is', 'draw']",5.0
"['a', 'man', 'is', 'cut', 'a', 'potato']","['a', 'woman', 'is', 'cut', 'a', 'tomato']",1.25
"['a', 'boy', 'is', 'play', 'a', 'guitar']","['a', 'kid', 'is', 'play', 'a', 'guitar']",3.6
"['a', 'woman', 'is', 'cut', 'an', 'onion']","['a', 'woman', 'is', 'cut', 'through', 'an', 'onion']",5.0
"['a', 'toy', 'train', 'is', 'strike', 'a', 'toy', 'car']","['a', 'toy', 'train', 'strike', 'a', 'toy', 'car']",5.0
"['a', 'man', 'is', 'play', 'the', 'guitar']","['a', 'man', 'is', 'play', 'the', 'flute']",2.2
"['a', 'cat', 'open', 'a', 'drawer', 'and', 'climb', 'insid']","['a', 'cat', 'is', 'open', 'a', 'drawer', 'and', 'climb', 'insid']",5.0
"['a', 'woman', 'is', 'fri', 'a', 'food']","['a', 'woman', 'is', 'deep', 'fri', 'food']",4.25
"['a', 'man', 'is', 'dice', 'an', 'onion']","['a', 'woman', 'is', 'cut', 'an', 'onion']",2.5
"['a', 'girl', 'is', 'play', 'a', 'guitar']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.8
"['a', 'girl', 'is', 'sing', 'on', 'stage']","['a', 'man', 'is', 'sing', 'on', 'stage']",2.8
"['a', 'woman', 'is', 'ride', 'a', 'hors']","['a', 'woman', 'is', 'ride', 'a', 'donkey']",2.8
"['a', 'girl', 'is', 'play', 'a', 'guitar']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.8
"['a', 'woman', 'is', 'brush', 'some', 'shrimp']","['a', 'woman', 'brush', 'some', 'shrimp']",5.0
"['a', 'man', 'is', 'danc', 'on', 'the', 'ceil']","['a', 'man', 'is', 'danc', 'on', 'the', 'ceil', 'of', 'a', 'room']",4.8
"['a', 'woman', 'thinli', 'slice', 'an', 'onion', 'with', 'a', 'larg', 'knife']","['a', 'woman', 'is', 'slice', 'onion', 'with', 'a', 'larg', 'knife']",4.2
"['a', 'man', 'is', 'play', 'a', 'keyboard']","['a', 'man', 'play', 'a', 'keyboard']",5.0
"['a', 'man', 'play', 'the', 'guitar']","['a', 'man', 'is', 'play', 'the', 'guitar']",5.0
"['a', 'woman', 'is', 'peel', 'a', 'potato']","['a', 'woman', 'peel', 'a', 'potato']",5.0
"['a', 'woman', 'is', 'handl', 'a', 'frog']","['a', 'man', 'is', 'hold', 'a', 'frog']",3.75
"['a', 'man', 'is', 'play', 'a', 'flute']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.0
"['a', 'man', 'is', 'play', 'a', 'guitar']","['a', 'man', 'is', 'play', 'a', 'flute']",1.583
"['a', 'man', 'is', 'play', 'a', 'piano']","['a', 'man', 'is', 'play', 'a', 'guitar']",1.778
"['a', 'man', 'is', 'play', 'a', 'guitar']","['a', 'man', 'is', 'play', 'a', 'piano']",2.0
"['a', 'man', 'is', 'play', 'a', 'flute']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.0
"['a', 'man', 'is', 'play', 'a', 'flute']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.0
"['two', 'woman', 'are', 'on', 'a', 'couch']","['two', 'woman', 'are', 'hug', 'on', 'a', 'couch']",3.2
"['someon', 'is', 'slice', 'a', 'cucumb']","['a', 'man', 'is', 'slice', 'a', 'cucumb']",3.8
"['a', 'kitten', 'is', 'play', 'with', 'a', 'blue', 'rope', 'toy']","['a', 'kitten', 'is', 'play', 'with', 'a', 'toy']",4.4
"['the', 'dog', 'is', 'bark', 'at', 'the', 'toy']","['a', 'dog', 'is', 'bark', 'at', 'a', 'toy']",5.0
"['a', 'person', 'fold', 'a', 'tortilla']","['a', 'man', 'fold', 'a', 'tortilla']",3.5
"['a', 'cat', 'is', 'drink', 'milk']","['a', 'kitten', 'is', 'drink', 'milk']",4.0
"['a', 'person', 'is', 'drive', 'a', 'car']","['a', 'man', 'is', 'drive', 'a', 'car']",3.5
"['a', 'turtl', 'is', 'walk']","['a', 'tortois', 'is', 'walk']",4.4
"['a', 'cow', 'is', 'eat', 'grass']","['a', 'cow', 'is', 'eat', 'hay']",3.8
"['a', 'woman', 'is', 'chop', 'broccoli']","['a', 'woman', 'is', 'chop', 'garlic']",2.6
"['a', 'man', 'is', 'cri']","['a', 'man', 'is', 'scream']",3.0
"['the', 'man', 'is', 'play', 'the', 'guitar']","['a', 'man', 'is', 'play', 'guitar']",5.0
"['a', 'man', 'is', 'cut', 'an', 'onion']","['a', 'man', 'is', 'cut', 'a', 'unk']",3.667
"['a', 'man', 'is', 'slice', 'a', 'potato']","['a', 'woman', 'is', 'peel', 'a', 'potato']",2.333
"['a', 'woman', 'is', 'tap', 'her', 'finger', 'on', 'a', 'tabl']","['a', 'woman', 'is', 'tap', 'her', 'finger']",4.0
"['someon', 'is', 'boil', 'okra', 'in', 'a', 'pot']","['someon', 'is', 'cook', 'okra', 'in', 'a', 'pan']",4.4
"['a', 'man', 'is', 'smoke']","['a', 'man', 'is', 'mix']",0.2
"['the', 'man', 'is', 'play', 'the', 'drum']","['a', 'man', 'is', 'play', 'drum']",5.0
"['a', 'man', 'dive', 'into', 'a', 'pool']","['a', 'man', 'is', 'dive', 'into', 'a', 'pool']",5.0
"['a', 'woman', 'is', 'cut', 'a', 'leak']","['a', 'woman', 'is', 'slice', 'a', 'leek']",4.0
"['a', 'littl', 'boy', 'is', 'play', 'a', 'guitar']","['a', 'boy', 'is', 'play', 'guitar']",4.6
"['a', 'woman', 'is', 'danc']","['the', 'man', 'is', 'danc']",2.6
"['woman', 'are', 'talk']","['the', 'men', 'are', 'talk']",2.6
"['a', 'girl', 'is', 'put', 'gel', 'in', 'her', 'hair']","['a', 'woman', 'is', 'put', 'gel', 'on', 'her', 'hair']",2.6
"['a', 'kid', 'is', 'play', 'guitar']","['a', 'man', 'is', 'play', 'a', 'guitar']",2.2
"['a', 'group', 'of', 'peopl', 'are', 'march', 'in', 'place']","['a', 'group', 'of', 'peopl', 'are', 'danc', 'in', 'concert']",1.7
"['the', 'woman', 'is', 'shoot', 'a', 'machin', 'gun']","['the', 'man', 'is', 'shoot', 'a', 'gun']",2.0
"['a', 'man', 'play', 'the', 'piano']","['a', 'man', 'play', 'a', 'piano']",4.0
"['a', 'woman', 'is', 'slice', 'an', 'onion']","['someon', 'is', 'slice', 'a', 'onion']",3.25
"['a', 'man', 'is', 'slice', 'a', 'cucumb']","['a', 'man', 'is', 'cut', 'cucumb']",4.5
"['a', 'girl', 'is', 'eat', 'a', 'cupcak']","['a', 'woman', 'is', 'eat', 'a', 'cupcak']",2.6
"['a', 'woman', 'is', 'cut', 'an', 'onion']","['a', 'man', 'is', 'chop', 'an', 'onion']",2.0
"['the', 'man', 'is', 'play', 'a', 'guitar']","['a', 'babi', 'is', 'play', 'a', 'guitar']",1.8
"['a', 'man', 'is', 'play', 'the', 'guitar']","['a', 'man', 'is', 'play', 'the', 'drum']",1.556
"['two', 'littl', 'girl', 'talk', 'on', 'the', 'telephon']","['two', 'girl', 'talk', 'on', 'the', 'phone']",4.5
"['a', 'man', 'is', 'chop', 'a', 'log', 'with', 'an', 'axe']","['a', 'man', 'is', 'chop', 'a', 'tree', 'trunk', 'with', 'an', 'axe']",4.0
"['a', 'person', 'is', 'cut', 'a', 'unk', 'into', 'piec']","['a', 'person', 'is', 'slice', 'a', 'garlic', 'into', 'piec']",1.6
"['a', 'man', 'is', 'talk', 'with', 'a', 'woman']","['a', 'woman', 'is', 'walk', 'with', 'a', 'dog']",0.5
"['the', 'man', 'is', 'walk']","['a', 'man', 'is', 'talk']",1.4
"['someon', 'is', 'pour', 'oil', 'into', 'a', 'skillet']","['someon', 'is', 'pour', 'milk', 'into', 'a', 'blender']",1.6
"['a', 'small', 'kitten', 'is', 'play', 'a', 'ball']","['a', 'kitten', 'is', 'play', 'with', 'a', 'ball']",4.4
"['a', 'man', 'is', 'play', 'a', 'guitar']","['a', 'woman', 'is', 'play', 'a', 'flute']",1.8
"['a', 'girl', 'is', 'play', 'a', 'violin']","['a', 'girl', 'is', 'play', 'a', 'flute']",2.6
"['a', 'man', 'is', 'play', 'two', 'piano']","['a', 'cat', 'is', 'play', 'a', 'piano']",1.6
"['a', 'man', 'is', 'exercis']","['a', 'girl', 'is', 'exercis']",3.0
"['a', 'person', 'is', 'slice', 'a', 'unk']","['a', 'person', 'is', 'slice', 'octopu']",2.0
"['a', 'man', 'and', 'a', 'woman', 'are', 'ride', 'on', 'their', 'bicycl']","['a', 'man', 'and', 'woman', 'are', 'ride', 'a', 'motorcycl']",2.0
"['two', 'men', 'are', 'fight', 'in', 'a', 'cow', 'pastur']","['two', 'men', 'are', 'fight', 'in', 'a', 'cattl', 'pen']",4.0
"['a', 'woman', 'is', 'ad', 'oil', 'to', 'a', 'pan']","['a', 'man', 'is', 'pour', 'oil', 'into', 'a', 'pan']",3.0
"['a', 'girl', 'make', 'up', 'her', 'bed']","['a', 'young', 'girl', 'make', 'her', 'bed']",4.4
"['the', 'cat', 'play', 'with', 'a', 'watermelon']","['a', 'cat', 'is', 'play', 'with', 'a', 'watermelon']",4.8
"['a', 'girl', 'jump', 'on', 'a', 'car']","['a', 'girl', 'is', 'jump', 'onto', 'a', 'car']",4.8
"['a', 'man', 'is', 'pray']","['a', 'man', 'is', 'run']",0.727
"['a', 'car', 'is', 'park']","['a', 'cat', 'is', 'play']",0.0
"['a', 'man', 'is', 'run']","['a', 'man', 'is', 'danc']",1.25
"['a', 'man', 'is', 'sing']","['a', 'man', 'is', 'danc']",0.5
"['a', 'man', 'is', 'carri', 'anoth', 'man', 'over', 'hi', 'shoulder']","['a', 'man', 'is', 'carri', 'someon', 'on', 'hi', 'shoulder']",3.25
"['a', 'woman', 'is', 'peel', 'a', 'potato']","['a', 'woman', 'is', 'slice', 'a', 'tomato']",1.333
"['a', 'woman', 'is', 'cut', 'a', 'tomato']","['a', 'woman', 'is', 'slice', 'a', 'potato']",1.0
"['someon', 'is', 'peel', 'a', 'potato']","['someon', 'is', 'slice', 'a', 'tomato']",1.4
"['a', 'woman', 'is', 'peel', 'a', 'potato']","['a', 'woman', 'is', 'slice', 'a', 'tomato']",1.333
"['two', 'robot', 'kiss']","['two', 'robot', 'are', 'kiss']",5.0
"['two', 'boy', 'on', 'a', 'couch', 'are', 'play', 'video', 'game']","['two', 'boy', 'are', 'play', 'a', 'video', 'game']",4.0
"['a', 'woman', 'is', 'squeez', 'a', 'lemon']","['a', 'woman', 'is', 'squeez', 'unk', 'out', 'of', 'a', 'lemon']",4.4
"['a', 'woman', 'is', 'slice', 'an', 'onion']","['a', 'man', 'is', 'slice', 'a', 'tomato']",1.2
"['a', 'woman', 'is', 'slice', 'a', 'carrot']","['a', 'man', 'is', 'slice', 'a', 'tomato']",1.2
"['a', 'girl', 'is', 'style', 'her', 'hair']","['a', 'girl', 'is', 'file', 'her', 'nail']",1.25
"['a', 'man', 'walk', 'down', 'the', 'stair']","['a', 'man', 'walk', 'down', 'a', 'unk']",5.0
"['two', 'peopl', 'are', 'ride', 'a', 'motorcycl']","['two', 'peopl', 'are', 'ride', 'a', 'bike']",2.0
"['a', 'man', 'is', 'play', 'a', 'guitar']","['a', 'woman', 'is', 'play', 'an', 'electr', 'guitar']",2.2
"['a', 'man', 'is', 'play', 'a', 'guitar', 'and', 'sing']","['a', 'man', 'is', 'play', 'a', 'guitar']",3.2
"['a', 'man', 'is', 'walk', 'in', 'the', 'rain']","['a', 'man', 'and', 'woman', 'is', 'walk', 'in', 'the', 'grand']",1.5
"['a', 'kangaroo', 'is', 'eat']","['kangaroo', 'eat']",4.75
"['a', 'man', 'is', 'fish']","['a', 'man', 'is', 'exercis']",0.5
"['a', 'woman', 'is', 'swim']","['a', 'man', 'is', 'sing']",0.067
"['a', 'woman', 'is', 'eat']","['a', 'anim', 'is', 'eat']",1.6
"['a', 'boy', 'and', 'a', 'girl', 'is', 'danc', 'in', 'the', 'rain']","['a', 'man', 'and', 'woman', 'is', 'danc', 'in', 'the', 'rain']",2.6
"['a', 'man', 'is', 'drive', 'a', 'car']","['a', 'man', 'drive', 'a', 'car']",4.875
"['a', 'woman', 'is', 'grate', 'onion']","['a', 'woman', 'grate', 'onion']",5.0
"['two', 'rooster', 'are', 'fight']","['two', 'men', 'are', 'fight']",2.0
"['a', 'man', 'is', 'ride', 'a', 'hors']","['a', 'man', 'is', 'drive', 'a', 'car']",1.4
"['a', 'man', 'is', 'ride', 'a', 'hors']","['a', 'man', 'is', 'drive', 'a', 'car']",1.4
"['a', 'man', 'is', 'shoot', 'a', 'gun']","['a', 'man', 'is', 'slice', 'a', 'bun']",0.8
"['a', 'woman', 'is', 'cut', 'an', 'onion']","['a', 'woman', 'is', 'cut', 'meat']",2.0
"['the', 'woman', 'is', 'slice', 'unk']","['the', 'man', 'is', 'slice', 'bread']",1.6
"['a', 'boy', 'is', 'play', 'the', 'piano']","['a', 'man', 'is', 'play', 'a', 'piano']",3.0
"['a', 'babi', 'eleph', 'is', 'eat']","['a', 'babi', 'eleph', 'eat', 'a', 'unk']",3.615
"['a', 'woman', 'is', 'crack', 'egg', 'into', 'a', 'bowl']","['a', 'woman', 'is', 'crack', 'egg']",4.0
"['a', 'person', 'is', 'play', 'the', 'keyboard']","['a', 'boy', 'is', 'play', 'a', 'keyboard']",4.0
"['a', 'boy', 'unk', 'a', 'man', 'with', 'a', 'sword']","['a', 'boy', 'spank', 'a', 'man', 'with', 'a', 'plastic', 'sword']",3.333
"['a', 'person', 'is', 'slice', 'a', 'carrot', 'into', 'piec']","['a', 'person', 'is', 'cut', 'an', 'onion', 'into', 'piec']",1.5
"['a', 'man', 'slice', 'through', 'a', 'bunch', 'of', 'water', 'bottl', 'with', 'a', 'knife']","['a', 'man', 'is', 'slice', 'a', 'line', 'of', 'water', 'bottl', 'with', 'a', 'knife']",4.4
"['a', 'man', 'is', 'write', 'in', 'a', 'book']","['a', 'man', 'is', 'write', 'on', 'a', 'paper']",2.875
"['a', 'woman', 'is', 'slice', 'a', 'garlic']","['a', 'woman', 'is', 'slice', 'a', 'big', 'pepper']",2.2
"['a', 'person', 'is', 'make', 'a', 'bed']","['a', 'person', 'is', 'eat', 'at', 'a', 'tabl']",0.2
"['a', 'man', 'is', 'play', 'keyboard']","['a', 'man', 'is', 'play', 'guitar']",1.8
"['a', 'man', 'is', 'play', 'a', 'violin']","['a', 'man', 'is', 'play', 'a', 'harp']",1.6
"['the', 'woman', 'is', 'smoke']","['the', 'man', 'is', 'walk']",0.2
"['the', 'man', 'eras', 'what', 'the', 'other', 'man', 'had', 'on', 'the', 'board']","['the', 'man', 'eras', 'the', 'work', 'on', 'the', 'board']",3.0
"['a', 'man', 'is', 'ride', 'a', 'motorcycl']","['a', 'man', 'is', 'ride', 'a', 'motorcycl', 'through', 'a', 'town']",3.5
"['a', 'man', 'is', 'ride', 'a', 'motorcycl', 'on', 'the', 'highway']","['a', 'man', 'is', 'ride', 'a', 'motorcycl']",3.5
"['a', 'woman', 'is', 'slice', 'up', 'some', 'meat']","['a', 'woman', 'is', 'slice', 'some', 'onion']",2.0
"['a', 'woman', 'cut', 'up', 'broccoli']","['a', 'woman', 'is', 'cut', 'broccoli']",5.0
"['a', 'man', 'is', 'play', 'a', 'piano']","['a', 'woman', 'is', 'peel', 'a', 'potato']",0.0
"['someon', 'is', 'slice', 'a', 'tomato']","['someon', 'is', 'slice', 'fruit']",3.2
"['a', 'woman', 'is', 'danc', 'in', 'a', 'cage']","['a', 'woman', 'is', 'danc']",3.25
"['a', 'woman', 'is', 'swim']","['a', 'man', 'is', 'spit']",0.0
"['a', 'man', 'is', 'run']","['a', 'man', 'is', 'unk']",1.0
"['the', 'man', 'is', 'play', 'the', 'guitar']","['the', 'man', 'play', 'hi', 'guitar']",3.667
"['a', 'cat', 'stare', 'into', 'the', 'camera']","['a', 'cat', 'address', 'the', 'camera']",3.0
"['the', 'babi', 'is', 'laugh', 'and', 'crawl']","['a', 'babi', 'is', 'laugh', 'and', 'crawl', 'on', 'the', 'floor']",4.2
"['a', 'woman', 'is', 'shoot', 'a', 'gun']","['a', 'woman', 'shoot', 'a', 'shotgun']",4.091
"['a', 'woman', 'is', 'danc', 'in', 'the', 'rain']","['a', 'woman', 'is', 'danc', 'in', 'unk', 'station']",2.0
"['a', 'woman', 'is', 'danc']","['a', 'woman', 'is', 'exercis']",1.0
"['a', 'kid', 'is', 'play', 'an', 'instrument']","['a', 'young', 'boy', 'is', 'play', 'a', 'wind', 'instrument']",3.8
"['someon', 'slice', 'a', 'bottl', 'with', 'a', 'sword']","['a', 'man', 'break', 'a', 'bottl', 'with', 'a', 'sword']",4.0
"['a', 'woman', 'is', 'cut', 'an', 'appl']","['a', 'woman', 'is', 'cut', 'potato']",1.8
"['the', 'man', 'is', 'peel', 'an', 'appl']","['a', 'man', 'peel', 'an', 'appl']",5.0
"['the', 'man', 'is', 'play', 'the', 'guitar']","['the', 'man', 'is', 'play', 'with', 'a', 'skull']",1.0
"['an', 'anim', 'is', 'walk', 'on', 'the', 'ground']","['a', 'solenodon', 'is', 'walk', 'along', 'the', 'ground']",3.0
"['a', 'littl', 'girl', 'is', 'play', 'a', 'grand', 'piano', 'on', 'stage']","['a', 'littl', 'girl', 'is', 'play', 'the', 'piano']",2.6
"['a', 'group', 'of', 'peopl', 'danc']","['a', 'group', 'of', 'men', 'are', 'danc']",3.4
"['a', 'man', 'play', 'a', 'guitar']","['a', 'woman', 'is', 'play', 'guitar']",2.0
"['a', 'cat', 'swing', 'on', 'a', 'ceil', 'fan']","['a', 'cat', 'is', 'unk', 'around', 'by', 'a', 'ceil', 'fan']",4.2
"['a', 'woman', 'is', 'play', 'the', 'flute']","['a', 'girl', 'is', 'play', 'a', 'flute']",3.8
"['the', 'woman', 'is', 'dice', 'onion']","['a', 'woman', 'is', 'cut', 'an', 'onion']",4.4
"['a', 'monkey', 'is', 'brush', 'a', 'bull', 'dog']","['a', 'monkey', 'brush', 'a', 'dog']",4.2
"['a', 'woman', 'is', 'slice', 'a', 'onion']","['a', 'woman', 'is', 'cut', 'a', 'potato']",1.2
"['a', 'man', 'is', 'play', 'the', 'piano']","['a', 'woman', 'is', 'play', 'a', 'guitar']",1.2
"['a', 'woman', 'is', 'wash', 'her', 'hand']","['a', 'woman', 'is', 'unk', 'her', 'hair']",0.8
"['a', 'woman', 'fire', 'a', 'shotgun']","['a', 'woman', 'is', 'shoot', 'a', 'gun']",3.2
"['a', 'man', 'is', 'eat', 'a', 'bowl', 'of', 'cereal']","['the', 'man', 'is', 'eat', 'cereal']",4.0
"['a', 'woman', 'is', 'bath', 'into', 'unk']","['a', 'woman', 'is', 'take', 'a', 'bath']",4.4
"['a', 'unk', 'crash', 'on', 'hi', 'motorcycl']","['a', 'person', 'crash', 'on', 'a', 'motorcycl']",4.2
"['a', 'man', 'is', 'unk', 'a', 'mous', 'near', 'a', 'snake']","['a', 'man', 'is', 'feed', 'a', 'mous', 'to', 'a', 'snake']",3.2
"['a', 'man', 'and', 'a', 'woman', 'are', 'walk', 'in', 'the', 'wood']","['a', 'man', 'and', 'woman', 'are', 'walk', 'through', 'the', 'unk']",3.4
"['a', 'person', 'pour', 'some', 'rice', 'pud', 'into', 'a', 'bowl']","['the', 'ladi', 'pour', 'the', 'rice', 'pud', 'into', 'a', 'bowl']",4.0
"['a', 'man', 'stare', 'out', 'a', 'window']","['a', 'man', 'look', 'out', 'the', 'window']",4.8
"['a', 'woman', 'is', 'fire', 'a', 'rifl']","['a', 'woman', 'is', 'cut', 'a', 'lemon']",0.2
"['a', 'man', 'is', 'eat', 'a', 'banana']","['someon', 'is', 'peel', 'a', 'banana']",1.8
"['the', 'men', 'are', 'perform', 'on', 'stage']","['the', 'unk', 'unk', 'perform', 'on', 'stage']",2.6
"['a', 'cartoon', 'woman', 'dive', 'into', 'a', 'pool']","['a', 'cartoon', 'woman', 'is', 'dive', 'off', 'a', 'board']",2.8
"['the', 'ladi', 'put', 'the', 'babi', 'unk', 'a', 'unk']","['a', 'woman', 'put', 'a', 'babi', 'in', 'a', 'unk', 'can']",5.0
"['someon', 'is', 'fri', 'meat']","['someon', 'is', 'play', 'unk']",0.25
"['a', 'man', 'is', 'rapidli', 'chop', 'some', 'mushroom', 'use', 'a', 'knife']","['a', 'person', 'is', 'quickli', 'chop', 'mushroom', 'with', 'a', 'knife']",3.75
"['a', 'woman', 'is', 'ad', 'ingredi', 'to', 'a', 'bowl']","['a', 'woman', 'is', 'crack', 'three', 'egg', 'into', 'a', 'bowl']",1.75
"['a', 'skateboard', 'doe', 'trick', 'on', 'a', 'unk']","['a', 'man', 'skateboard', 'on', 'a', 'half', 'pipe']",3.5
"['a', 'man', 'is', 'speak', 'on', 'a', 'stage']","['a', 'man', 'is', 'speak', 'at', 'a', 'podium']",3.4
"['a', 'man', 'is', 'play', 'a', 'guitar']","['a', 'man', 'in', 'a', 'hat', 'is', 'play', 'a', 'harp']",1.4
"['a', 'man', 'is', 'play', 'on', 'hi', 'keyboard']","['a', 'man', 'is', 'play', 'a', 'guitar']",1.4
"['a', 'person', 'is', 'cut', 'a', 'potato']","['a', 'person', 'is', 'slice', 'a', 'unk']",1.0
"['a', 'man', 'is', 'danc', 'on', 'the', 'ceil', 'of', 'a', 'room']","['a', 'man', 'is', 'danc', 'unk', 'on', 'the', 'ceil']",4.6
"['two', 'men', 'are', 'danc']","['two', 'woman', 'are', 'shop']",0.4
"['someon', 'is', 'season', 'egg']","['someon', 'is', 'season', 'two', 'raw', 'egg', 'in', 'a', 'bowl']",3.6
"['a', 'man', 'is', 'swing', 'in', 'a', 'rope']","['a', 'gibbon', 'is', 'swing', 'in', 'the', 'tree']",1.25
"['a', 'man', 'is', 'cut', 'tomato']","['a', 'woman', 'is', 'cut', 'broccoli']",1.5
"['a', 'woman', 'is', 'boil', 'shrimp']","['a', 'woman', 'is', 'unk', 'her', 'hair']",1.0
"['a', 'man', 'cut', 'a', 'potato']","['a', 'man', 'is', 'slice', 'a', 'potato']",3.75
"['a', 'man', 'is', 'danc', 'on', 'the', 'road']","['a', 'man', 'is', 'danc']",3.25
"['the', 'deer', 'jump', 'over', 'the', 'fenc']","['a', 'deer', 'jump', 'over', 'a', 'cyclon', 'fenc']",4.0
"['a', 'girl', 'danc', 'in', 'the', 'rain']","['a', 'woman', 'is', 'danc', 'in', 'the', 'rain']",3.0
"['a', 'woman', 'is', 'write', 'a', 'letter']","['a', 'woman', 'is', 'sit', 'at', 'a', 'desk']",1.667
"['a', 'unk', 'is', 'play', 'the', 'drum']","['a', 'monkey', 'is', 'play', 'drum']",3.333
"['a', 'woman', 'is', 'ride', 'on', 'a', 'hors']","['a', 'woman', 'is', 'pick', 'tomato']",0.5
"['the', 'boy', 'cut', 'the', 'grass', 'by', 'the', 'unk', 'with', 'scissor']","['a', 'boy', 'cut', 'grass', 'with', 'scissor']",3.75
"['a', 'man', 'with', 'glass', 'is', 'talk']","['a', 'man', 'in', 'a', 'librari', 'is', 'talk']",3.25
"['a', 'woman', 'is', 'cut', 'some', 'flower']","['a', 'woman', 'is', 'cut', 'broccoli']",1.0
"['a', 'person', 'is', 'walk', 'down', 'a', 'stone', 'path']","['a', 'man', 'is', 'walk', 'down', 'a', 'sidewalk']",3.5
"['a', 'man', 'play', 'the', 'keyboard', 'with', 'hi', 'nose']","['the', 'man', 'is', 'play', 'the', 'piano', 'with', 'hi', 'nose']",4.4
"['a', 'man', 'is', 'play', 'guitar']","['a', 'cat', 'is', 'play']",0.4
"['a', 'anim', 'is', 'eat']","['the', 'anim', 'is', 'hop']",0.4
"['a', 'man', 'is', 'lift', 'weight']","['a', 'man', 'is', 'lift', 'a', 'barbel']",4.2
"['a', 'man', 'is', 'run', 'with', 'a', 'bu']","['a', 'man', 'run', 'with', 'a', 'truck']",2.5
"['a', 'man', 'is', 'climb', 'a', 'rope']","['a', 'man', 'is', 'sit', 'on', 'a', 'rock']",0.25
"['a', 'cat', 'is', 'play', 'the', 'piano']","['a', 'cat', 'is', 'lick', 'it', 'paw']",0.25
"['a', 'woman', 'is', 'danc', 'in', 'the', 'rain']","['a', 'woman', 'is', 'ad', 'oil', 'to', 'a', 'dish']",0.25
"['men', 'are', 'run', 'a', 'race']","['unk', 'are', 'run', 'down', 'a', 'track']",2.6
"['a', 'man', 'is', 'cut', 'tomato', 'into', 'piec']","['a', 'woman', 'is', 'cut', 'potato']",1.8
"['a', 'man', 'is', 'play', 'a', 'flute']","['a', 'woman', 'is', 'appli', 'eye', 'liner']",0.0
"['a', 'woman', 'is', 'cut', 'potato']","['a', 'woman', 'is', 'slice', 'carrot']",1.2
"['a', 'chicken', 'is', 'peck', 'at', 'a', 'dead', 'mous']","['a', 'rooster', 'peck', 'at', 'a', 'dead', 'mous']",3.6
"['the', 'woman', 'is', 'thinli', 'slice', 'a', 'cucumb']","['the', 'woman', 'is', 'slice', 'a', 'tomato']",1.2
"['a', 'person', 'is', 'slice', 'a', 'bread', 'piec']","['a', 'man', 'is', 'slice', 'bread']",3.2
"['a', 'woman', 'is', 'cut', 'a', 'unk']","['a', 'woman', 'is', 'cut', 'big', 'pepper']",2.2
"['a', 'woman', 'is', 'ad', 'oil', 'on', 'fish']","['a', 'woman', 'is', 'ride', 'a', 'hors']",0.8
"['a', 'woman', 'is', 'grate', 'carrot']","['a', 'woman', 'is', 'coat', 'a', 'pork', 'chop']",1.6
"['someon', 'is', 'clean', 'a', 'anim']","['a', 'woman', 'is', 'clean', 'a', 'shrimp']",2.8
